16 2211 8481
8 16 264.11 19.95001
10 16 61.84998 179.26
12 16 132.17 138.63
13 16 491.89 -191.61
15 16 146.59 184.22
0 17 -100.54 495.98
1 17 271.86 530.15
7 17 -325.1 553.48
8 17 -237.41 192.64
11 17 58.08002 -269.64
0 18 21.70001 468.15
1 18 391.97 470.51
2 18 -268.18 224.09
3 18 -400.73 -106.94
4 18 -3.909973 -370.63
5 18 425.41 -181.63
6 18 -448.6 485.68
7 18 -201.86 537.32
8 18 -141.23 170.21
9 18 -377.72 259.57
11 18 167.71 -291.5
12 18 -275.57 475.28
13 18 207.91 144.49
14 18 334.92 -267.62
0 19 -25.62 476.57
1 19 344.54 491.75
2 19 -313.63 232.37
5 19 378.5 -174.74
6 19 -503.58 485.29
7 19 -248.99 540.86
9 19 -417.18 265.42
12 19 -327.95 476.69
13 19 170.41 148.91
14 19 288.84 -260.8
0 20 216.22 -11.94
1 20 369.12 -47.21002
2 20 366.0601 60.70001
3 20 261.33 -246.76
7 20 131.12 137.56
12 20 229.13 119.26
13 20 562.79 -214.14
15 20 260.99 150.53
0 21 109 43.84998
1 21 278.47 40.57001
2 21 247.14 96.56
6 21 73.88 103.43
7 21 17.19 175.88
8 21 234.55 32.01001
10 21 28.5 203.16
12 21 93.96002 155.42
13 21 464.97 -174.63
15 21 107.03 211.97
0 22 55.87 87.47
1 22 242.11 98.70999
2 22 171.48 117.72
3 22 74.65997 -196.57
4 22 -219.59 -456.89
6 22 -6.23999 131.89
8 22 173.12 51.48999
10 22 -39.71002 249.52
12 22 16.47998 185.2
13 22 409.6899 -143.26
15 22 29.78003 264.25
0 23 422.37 577.46
1 23 871.0699 487.09
5 23 823.46 -55.41998
6 23 -44.66998 701.82
14 23 718.4301 -135.59
0 24 -6.419983 474.93
1 24 364.3 485.32
2 24 -295.37 231.19
5 24 397.21 -176.23
6 24 -481.45 487.16
7 24 -229.9 541.47
8 24 -163.31 175.42
9 24 -401.32 264.69
11 24 142.67 -285.66
12 24 -306.45 477.93
0 25 59.81 -162.8
1 25 167.13 -147.52
2 25 278.37 -126.1
3 25 192.11 -426.1801
6 25 96.41998 -143.67
13 25 448.25 -359.12
15 25 67.58002 -75.71002
0 26 66.96002 64.01001
1 26 244.71 72.14001
2 26 192.15 103.27
3 26 96.91998 -210.78
4 26 -236.4 -465.58
5 26 711.8101 -595.54
6 26 16.45001 111.46
7 26 -29 188.16
8 26 190.35 38.17001
9 26 47.46997 177.56
10 26 -22.73999 222.21
12 26 36.44 165.04
13 26 423.49 -161.31
15 26 47.35999 233.69
0 27 217.8 0.0300293
1 27 374.39 -35.78998
2 27 362.22 71.48999
3 27 256.62 -236.55
7 27 130.44 149.49
8 27 330.98 11.16
13 27 562.41 -203.64
15 27 261.6801 166.92
0 28 138.87 185.77
1 28 368.9399 169.09
2 28 161.51 175.98
3 28 55.17999 -143.92
7 28 8.820007 310.03
10 28 48.94 372.7
13 28 441.05 -61.33002
14 28 632.86 -541.5
15 28 133.34 410.92
0 29 71.27002 -14.02002
1 29 223.61 -5.210022
2 29 232.84 33.58002
3 29 139.99 -276.99
4 29 -292.01 -469.84
9 29 84.84003 121.7
10 29 -9.299988 132.74
12 29 69.91998 79.84003
13 29 440.3101 -226.35
15 29 63.06 128.55
0 30 106.5 437.19
1 30 473.02 417.72
4 30 -30.32001 -420.24
6 30 -350.65 461.21
7 30 -116.4 514.53
8 30 -77.10999 142.76
13 30 275.52 122.4
14 30 417.87 -298.02
0 31 167.92 -11.14001
1 31 319.4399 -31.52002
2 31 326.17 56.90997
3 31 224.76 -251.55
7 31 85.63 131.36
13 31 524.87 -216.12
15 31 195.21 145.42
0 32 306.48 566.98
1 32 729.9 503.3
2 32 -28.82001 335.19
3 32 -171.77 0.3599854
4 32 36.67999 -564.5
6 32 -161.83 667
8 32 56.81 262.22
9 32 -178.92 364.45
11 32 417.63 -192.11
13 32 429.42 245.3
14 32 606.3199 -153.27
0 33 -275.62 445.46
1 33 83.66998 522.53
2 33 -556.85 194.41
8 33 -377.23 141.48
0 34 -565.37 342.07
1 34 -218.16 491.59
5 34 -169.58 -311.75
7 34 -784.64 338.08
10 34 -817.49 497.1
13 34 -264.31 9.669983
14 34 -251.08 -408.89
15 34 -851.46 531.43
0 35 -406.79 423.53
1 35 -49.09998 532.2
2 35 -693.18 167.75
5 35 -0.09997559 -229
7 35 -626.54 444.33
8 35 -488.07 117.79
10 35 -630.11 610.68
11 35 -212 -333.2
12 35 -752.98 357.12
14 35 -82.95001 -321.66
0 36 180.84 77.87
1 36 362.9399 52.60999
10 36 108.25 250.47
0 37 224.47 -36.70001
1 37 370.16 -74.79999
6 37 218.49 48.52002
7 37 142.92 114.46
10 37 170.08 122.24
15 37 275.53 117.89
0 38 -196.58 376.99
1 38 145.84 435.76
2 38 -473.33 109.64
5 38 202.7 -282.81
7 38 -405.25 418.64
14 38 118.8 -371.31
0 39 -280.15 76.89001
1 39 -32.15002 170.76
0 40 127.15 -7.719971
1 40 279.63 -15.47998
2 40 287.14 53.65002
3 40 188.8101 -255.68
4 40 -295.11 -515.65
7 40 44.75 128.39
10 40 54.44 145.01
15 40 138.13 143.99
0 41 248.1899 -87.92999
1 41 380.04 -133.78
2 41 415.83 -17.57001
6 41 254.95 -3.450012
7 41 172.77 66.57001
8 41 374.38 -62.37
10 41 202.78 65.14001
12 41 283.1 37.14001
13 41 596.72 -279.11
15 41 315.45 51.34003
0 42 -172.01 -534.53
1 42 -154.9 -426.95
6 42 -38.39001 -693.2
7 42 -165.82 -460.6801
9 42 62.15002 -461.01
0 43 -395.74 303.29
1 43 -66.69 413.77
4 43 -65.84003 -116.45
5 43 -5.049988 -360.57
7 43 -598.21 317.26
8 43 -477.02 -4.700012
10 43 -598.32 462.75
11 43 -208.7 -440.42
12 43 -720.02 205.34
13 43 -127.97 -18.25
14 43 -85.90997 -453.09
15 43 -604.8 498.93
0 44 100.99 46.15002
1 44 271.36 45.08002
4 44 -252.65 -493.6
5 44 758.05 -614.71
6 44 63.75 103.37
7 44 8.73999 176.84
8 44 226.86 32.23999
10 44 18.77002 205.47
12 44 83.34003 155.76
13 44 457.12 -172.91
15 44 95.77002 214.2
0 45 -314.26 -151.61
1 45 -145.66 -31.77002
8 45 -211.25 -335.34
15 45 -430.32 -112.09
0 46 -290.25 67.51001
1 46 -44.89001 164.84
2 46 -430.43 -188.51
4 46 -207.52 -169.77
7 46 -435.21 100.66
8 46 -290.93 -170.93
13 46 9 -213.2
15 46 -424.62 188.87
0 47 -70.92999 -567.4
1 47 -74.72998 -490.73
7 47 -55.23999 -470.51
9 47 175.52 -442.79
0 48 553.12 188.61
1 48 839.53 42.97998
2 48 437.2 145.45
3 48 300.8 -170.57
6 48 346.57 327.96
7 48 379.04 352.46
8 48 418.96 92.67999
9 48 234.78 218.69
10 48 532.51 419.67
12 48 434.9301 336.4
13 48 751.3101 -38.42999
15 48 719.8101 475.32
0 49 505.23 293.77
1 49 836.99 165.31
6 49 220.48 416.91
7 49 306.47 438.47
8 49 323.07 130.64
10 49 469.35 541.04
11 49 631.13 -431.32
12 49 327.95 413.24
13 49 671.51 40.33002
0 50 607.36 -270.36
1 50 729.24 -450.23
7 50 513.28 -66.28998
12 50 659.0699 -118.2
0 51 299.11 565.75
1 51 721.1801 503.82
2 51 -34.82001 333.72
4 51 36.46997 -559.29
5 51 699.76 -72.59998
6 51 -168.97 664.15
9 51 -183.71 363.04
11 51 411.16 -193.76
13 51 423.77 243.72
14 51 599.29 -154.87
0 52 314.64 568.22
1 52 739.33 502.59
2 52 -21.84003 336.79
3 52 -164.78 1.950012
4 52 37.02002 -570.09
5 52 715.15 -69.46002
6 52 -153.49 670.1
9 52 -172.86 366.08
11 52 424.51 -190.73
13 52 435.66 246.82
14 52 614.13 -151.44
0 53 -505.26 388.79
1 53 -151.38 521.69
8 53 -577.16 79.89001
14 53 -184.29 -359.09
0 54 -12.82001 -38.71002
1 54 138.1801 -5.429993
2 54 141.47 -25.89001
3 54 57.39001 -335
6 54 -41.45001 -32.69
7 54 -92.40997 71.42999
8 54 145.07 -68.14001
10 54 -103.65 94.64001
12 54 -29.10999 21.33002
13 54 362.0699 -256.67
15 54 -46.5 82.72
0 55 52.37 563.75
1 55 448.67 561.93
2 55 -248.81 331.68
5 55 457.36 -81.79999
6 55 -432.78 614.13
8 55 -125.52 255.63
9 55 -366.15 354.96
11 55 190.66 -207.52
12 55 -259.19 591.07
13 55 230.25 226.19
14 55 362.87 -169.46
0 56 -99.52002 183.32
1 56 178.7 222.8
8 56 -162.24 -60.32001
0 57 44.10999 53.40002
1 57 219.4 68.16998
2 57 171.5 87.33002
3 57 78.65002 -226.26
4 57 -240.84 -447.61
5 57 685.54 -608.4
6 57 -6.119995 92.37
7 57 -50.10999 173.77
8 57 172.27 25.04001
9 57 33.20001 163.7
10 57 -47.73999 207.8
12 57 12.52002 146.62
13 57 404.23 -171.97
15 57 17.75 216.2
0 58 77.78998 581.84
1 58 480.38 574.44
2 58 -227.16 351.31
3 58 -359.37 16.58002
4 58 57.76001 -414.22
5 58 482.29 -63.01001
6 58 -407.95 642.58
8 58 -107.6 271.87
9 58 -348.49 372.75
11 58 211.94 -191.59
12 58 -235.61 614.67
13 58 249.91 242.81
14 58 386.86 -150.06
0 59 27.21002 556.13
1 59 419.35 560.26
2 59 -270.23 323.45
4 59 45.88 -381.02
5 59 432.9301 -90.44
6 59 -458.98 599.86
8 59 -143.04 248.87
11 59 167.89 -215.04
12 59 -284.97 578.18
13 59 210.83 218.72
14 59 339.29 -177.51
0 60 -455.2 201.72
1 60 -149.74 332.33
7 60 -642.89 203.48
0 61 -468.55 403.92
1 61 -113.15 527.66
5 61 -64.15002 -248.27
10 61 -704.72 581.08
14 61 -146.14 -343.01
0 62 -290.25 73.41998
1 62 -42.97998 170.21
7 62 -436.89 105.76
15 62 -425.69 196.1
0 63 -544.1 313.68
1 63 -204.65 459.51
5 63 -152.62 -343.94
10 63 -785.43 463.35
13 63 -248.33 -14.71002
14 63 -233.96 -440.51
15 63 -815.57 494.27
0 64 576.61 110.13
1 64 839.49 -46.78998
2 64 484.4399 77.21002
3 64 349.78 -235
6 64 396.77 248.87
7 64 413.04 281.29
8 64 456.67 36.06
9 64 276.92 163.22
10 64 567.03 329.98
12 64 482.12 259.18
13 64 784.25 -104
15 64 761.6899 368.95
0 65 188.12 -47.54999
1 65 328.6 -73.84998
2 65 359.5699 23.78998
3 65 259.78 -280.82
10 65 129.9 105.71
15 65 226.59 98.09
0 66 -65.35999 -3.159973
1 66 103.84 43.70001
3 66 -33.22998 -334.18
4 66 -267.58 -357.63
6 66 -130.76 -18.17999
7 66 -155.87 94.51999
8 66 73.54999 -62.02002
10 66 -169.2 131.06
12 66 -112.03 37.32001
13 66 304.37 -233.53
15 66 -121.28 123.92
0 67 -468.55 403.92
1 67 -113.15 527.66
5 67 -64.15002 -248.27
8 67 -544.86 96.32001
10 67 -704.72 581.08
11 67 -266.48 -348.73
12 67 -826.77 322.25
0 68 -558.63 373.35
1 68 -204.64 519.21
4 68 -12.84003 -39.65997
5 68 -157 -278.5
7 68 -781.5 372.19
10 68 -814.41 536.66
14 68 -239.08 -374.81
15 68 -847.81 576.61
0 69 -535.18 326.49
1 69 -193.06 469.85
5 69 -141.6 -330.23
11 69 -330.77 -416.06
15 69 -805.88 513.09
0 70 -562.78 337.41
1 70 -216.65 486.33
4 70 -31.77002 -32.90997
5 70 -167.56 -317.37
7 70 -780.59 333
10 70 -813.08 491.54
11 70 -353.48 -405.85
13 70 -262.17 5.5
14 70 -248.96 -414.11
15 70 -846.89 525.32
0 71 247.42 -71.90002
1 71 384.09 -117.02
2 71 410.08 -0.07000732
6 71 249.17 14.62
7 71 169.49 82.51001
8 71 370.05 -47.63
10 71 199.87 83.25
12 71 276.1899 56.14001
13 71 594.25 -265.02
15 71 311.9 72.75
0 72 -258.49 417.61
1 72 94.07001 491.21
2 72 -537.68 160.67
4 72 -13.09998 -203.57
5 72 145 -237.72
7 72 -473.26 454.69
8 72 -361.18 115.62
10 72 -447.57 614.87
11 72 -82.28003 -339.15
12 72 -577.83 372.46
14 72 61.03998 -327.2
0 73 32.72998 -158.98
1 73 143.27 -135.21
3 73 162.33 -432.36
7 73 -23.40997 -39.03998
10 73 -38.65997 -39.60999
12 73 68.59003 -101.44
13 73 423.0699 -357.68
15 73 30.53003 -73.90002
0 74 45.85999 562.36
1 74 441.1801 562.29
8 74 -129.98 254.65
9 74 -370.18 353.76
11 74 184.69 -208.8
12 74 -266.32 587.94
0 75 650.91 -19.41998
1 75 876.73 -207.64
2 75 602.76 -17.13
7 75 503.74 170.9
10 75 663.96 187.48
0 76 -290.25 73.41998
1 76 -42.97998 170.21
7 76 -436.89 105.76
15 76 -425.69 196.1
0 77 -448.53 319.49
1 77 -110.86 448.05
11 77 -252.66 -424.85
0 78 -426 413.09
1 78 -70.48999 526.63
7 78 -645.98 430.82
8 78 -505.63 106.73
12 78 -775.29 340.9
13 78 -148.33 76.28998
14 78 -103.56 -333.09
0 79 -167.04 -487.13
1 79 -133.44 -384.77
6 79 -63.40997 -640.34
7 79 -172.01 -413.72
9 79 34.15002 -427
0 80 -420.39 321.37
1 80 -85.44 436.21
7 80 -626.13 332.73
10 80 -631.35 483.32
11 80 -229.16 -424.61
15 80 -642.33 520.51
0 81 -400.49 417.84
1 81 -44.75 525.33
2 81 -687.29 159.66
5 81 5.109985 -235.1
7 81 -619.85 438.72
8 81 -482.95 111.54
10 81 -622.42 603.88
12 81 -745.06 350.13
0 82 -430.56 472.96
1 82 -61.25 585.4
2 82 -720.19 229.86
5 82 -17.70001 -176.61
7 82 -659.54 494.54
8 82 -510.76 165.65
12 82 -791.33 415.78
14 82 -101.28 -270.37
0 83 -487.25 129.32
1 83 -203.64 273.41
5 83 -89.26001 -551.8199
7 83 -658.66 126.55
0 84 -304.76 356.55
1 84 33.81 442.96
5 84 92.82001 -303.24
7 84 -512.04 384.77
10 84 -495.13 535.76
12 84 -621.25 288.41
0 85 -34.88 63.92999
1 85 151.76 100.19
4 85 -225.78 -383.61
5 85 579.08 -600.4301
7 85 -136.02 168.02
8 85 86.28998 5.809998
10 85 -141.14 211.92
12 85 -93.60999 127.37
15 85 -89.53998 219.26
0 86 194.09 344.83
1 86 535.35 300.82
6 86 -209.25 372.43
10 86 98.66998 569.47
0 87 -161.25 460.82
1 87 201.64 509.55
2 87 -442.59 213.46
4 87 3.580017 -262.29
5 87 244.37 -192.42
7 87 -381.18 510.31
8 87 -283.89 158.27
12 87 -474.7 438.61
13 87 63.15002 128.27
14 87 157.2 -280.8
0 88 -44.88 262.76
1 88 261.49 284.48
7 88 -231.68 324.78
10 88 -173.71 447.25
15 88 -113.35 489.21
0 89 222.7 95.76001
1 89 413.89 57.02002
3 89 204.21 -165.04
7 89 115.19 241.43
10 89 154.87 275.5
12 89 192.86 232.87
13 89 545.39 -124.15
15 89 257.55 298.91
0 90 190.67 -93.81
1 90 318.17 -120.75
4 90 -370.24 -566.3101
6 90 204.28 -24.96002
7 90 119.9 52.44
8 90 335.46 -71.94
10 90 136.8 51.73999
12 90 225.2 18.48999
13 90 550.67 -287.74
15 90 236.59 35.47998
0 91 55 -101.59
1 91 182.74 -86.40997
2 91 243.85 -68.28003
4 91 -353.31 -454.0601
6 91 64 -78.08002
8 91 226.61 -104.8
9 91 98.03998 37.44
13 91 434.41 -305.95
15 91 53.72998 6.630005
0 92 -526.38 434.94
1 92 -160.74 570.41
7 92 -756.46 443.25
8 92 -596.91 126.56
10 92 -783.81 616.43
14 92 -198.52 -309.66
0 93 147.97 69.95001
1 93 326.1801 54.5
2 93 269.6899 125.57
3 93 167.64 -187.83
4 93 -242.42 -529.88
5 93 806.4301 -587.74
6 93 101.96 142.38
8 93 255.5 56.59
9 93 109.56 199.64
15 93 157.14 253.01
0 94 88.76001 -167.32
1 94 193.67 -160.44
3 94 222.88 -419.6801
6 94 130.37 -136.78
7 94 34.70001 -36.46002
10 94 27.14001 -43.23999
12 94 138.42 -91.57001
13 94 475.4301 -359.83
15 94 107.12 -77.69
0 95 607.23 131.42
1 95 878.53 -33.64001
2 95 513.1899 114.98
3 95 376.23 -198.03
6 95 429.29 285.09
7 95 440.67 307.94
8 95 480.74 65.70999
9 95 300.54 195.72
10 95 601.12 358.92
12 95 513.27 294.91
13 95 813.29 -80.91998
15 95 802.23 403.43
0 96 353.52 524.13
1 96 770.83 445.25
2 96 16.26001 290.5
3 96 -129.04 -41.59998
5 96 756.61 -114.22
6 96 -104.56 623.27
8 96 94.13 227.83
9 96 -138.87 326.78
11 96 465.6 -226.12
12 96 57.82001 583.51
13 96 468.72 212.97
14 96 655.8101 -193.64
0 97 477.3 338.01
1 97 821.88 219.69
6 97 172.53 457.83
7 97 272.0699 476.78
8 97 288.39 157.62
12 97 284.26 451.93
14 97 878.86 -372.27
0 98 219.66 -106.35
1 98 344.97 -142.71
2 98 398.63 -40.07001
3 98 297 -341.93
6 98 233.71 -31.52002
7 98 148.95 44.17999
8 98 358.19 -81.41998
10 98 171.62 40.95001
12 98 258.4399 9.77002
13 98 575.4301 -297.11
15 98 278.29 22.40002
0 99 -88.45001 110.21
1 99 130.35 156.34
3 99 -172.6 -291.31
4 99 -194.88 -329.98
5 99 466.1899 -557.48
6 99 -257.92 82.58002
7 99 -212.36 194.79
8 99 -22.14001 -12.28
9 99 -182.83 102.93
10 99 -208.16 260.92
12 99 -206.37 133.66
13 99 241.77 -146.19
15 99 -164.16 274.43
0 100 73.28003 -224.59
1 100 158.47 -211.01
3 100 243.24 -469.54
4 100 -449.94 -471.66
6 100 143.06 -201.29
7 100 31.54999 -94.33002
8 100 290.08 -194.99
10 100 14.32001 -110.58
12 100 144.13 -157.99
13 100 473.3 -409.95
15 100 93.14001 -156.97
0 101 -240.5 450.44
1 101 119.38 518.43
2 101 -520.86 201.63
4 101 3.419983 -216.61
5 101 165.51 -203.43
7 101 -459.46 490.29
11 101 -65.95001 -311.09
12 101 -562.87 414.13
0 102 -84.08002 -102.38
1 102 54.01001 -46.28998
2 102 80.32001 -122.65
3 102 0.5100098 -430.14
6 102 -104.77 -135.52
7 102 -154.86 -6.590027
10 102 -179.71 13.46002
12 102 -97.84003 -79.65997
15 102 -133.5 -13.17999
0 103 41.69 -163.03
1 103 150.26 -141.62
2 103 257.72 -132.1
3 103 172.72 -433.49
6 103 75.23999 -151.3
7 103 -13.66998 -41.60999
10 103 -28.14001 -43.46997
13 103 431.16 -360.48
15 103 42.88 -78.17999
0 104 80.42999 -168.24
1 104 185.41 -158.86
2 104 302.29 -123.89
3 104 214.41 -424.1801
4 104 -408.05 -475.42
6 104 121.18 -141.26
7 104 26.22998 -39.04999
8 104 272.42 -152.57
10 104 17.16998 -45.21002
12 104 128.74 -95.79999
13 104 467.97 -361.35
15 104 96.04999 -80.09998
0 105 -297.11 443.41
1 105 61.62 525.69
2 105 -578.7 192.27
5 105 109.56 -209.71
7 105 -516.26 477.34
12 105 -627.18 397.72
14 105 24.85999 -300.78
0 106 -495.23 379.61
1 106 -143.96 510.68
14 106 -175.53 -368.86
0 107 -270.56 442.21
1 107 87.35999 518.11
2 107 -551.48 190.23
4 107 1.419983 -199.06
5 107 135.5 -211.56
7 107 -488.98 478.82
8 107 -374.77 136.99
12 107 -596.32 400.02
13 107 -24.03998 107.21
14 107 50.26001 -301.92
0 108 -214.97 400.09
1 108 133.01 463.21
2 108 -493.02 138.9
4 108 -26.51001 -225.87
5 108 186.78 -256.79
7 108 -426.92 440.97
8 108 -324.93 99.16
10 108 -392.49 597.13
11 108 -43.75 -354.9
12 108 -525.06 356.9
13 108 20.27002 73.84003
14 108 102.42 -345.71
0 109 -260.34 437.82
1 109 96.65997 511.36
7 109 -478.07 475.68
12 109 -583.52 396.44
14 109 60.07001 -306.24
0 110 -228.75 454.24
1 110 132.2 519.54
2 110 -509.01 204.16
4 110 4.530029 -223.66
5 110 177.77 -199.99
8 110 -338.66 150.7
11 110 -55.45001 -307.44
12 110 -549.92 419.91
13 110 9.97998 119.44
14 110 92.03003 -289.19
0 111 -371.77 334.94
1 111 -36.33002 438.46
4 111 -50.22998 -132.83
5 111 23.13 -325.78
11 111 -185.73 -412.36
13 111 -107.28 10.37
14 111 -58.21002 -418.01
15 111 -577.12 546.18
0 112 -107.47 85.32999
1 112 102.08 138
6 112 -260.4 50.91998
7 112 -225.2 168.71
10 112 -227.91 229.52
12 112 -215.92 105.54
15 112 -187.25 238.1
0 113 229.4399 -22.44
1 113 379.97 -61.83002
2 113 379.64 51
3 113 274.28 -255.79
7 113 144.9 129.25
10 113 174.63 138.64
13 113 574.36 -222.4
15 113 280.85 137.93
0 114 64.78998 165.52
1 114 284.6801 170.31
7 114 -57.71997 280.25
10 114 -35.06 340.77
15 114 33.96002 372.55
0 115 55.28003 50.09998
1 115 228.2 62.12
6 115 9.469971 92.01001
8 115 184.1 24.45001
12 115 27.46997 145.95
0 116 590.76 191.3
1 116 880.52 34.97998
6 116 393.82 345.06
7 116 416.85 362.49
0 117 359.5 -330.15
1 117 427.8199 -414.98
0 118 -2.299988 126.65
1 118 203.46 151.64
5 118 601.9399 -528.34
6 118 -109.88 150.91
7 118 -115.66 234.7
10 118 -109.84 288.92
12 118 -79.97998 204.95
13 118 342.23 -117.33
15 118 -53.67999 310.13
0 119 103.46 -22.59998
1 119 252.09 -23.53998
3 119 174.87 -274.48
4 119 -301.84 -496.33
9 119 116.39 122.88
10 119 28.84998 125.07
15 119 107.59 120.56
0 120 -431.33 441.53
1 120 -69.03998 555.29
11 120 -232.32 -317.36
12 120 -786.71 376.34
0 121 119.86 30.70001
1 121 284.5 24.44
10 121 42.45001 189.08
15 121 122.94 195.5
0 122 103.16 -92.47998
1 122 231.42 -91.94
4 122 -354.43 -493.9301
6 122 115.05 -49.96997
7 122 34.58002 39.69
8 122 266.54 -84.26001
9 122 136.73 60.41998
15 122 116.89 25.76001
0 123 394.42 -101.97
1 123 535.22 -197.47
3 123 404.97 -335.38
7 123 306.64 71.15997
8 123 465.84 -72.92999
10 123 372.8199 64.51001
12 123 425.45 44.28003
15 123 521.88 51.47998
0 124 -141.92 447.66
1 124 217.9301 492.08
2 124 -422.61 197.53
7 124 -359.91 498.71
12 124 -451.02 426
14 124 175.54 -293.98
0 125 413.8199 582.3
1 125 861.4 494.21
3 125 -90.75 17.33002
5 125 814.4399 -50.69
6 125 -54.51001 706.07
9 125 -106.57 381.38
13 125 513.86 265.42
14 125 709.23 -131.48
0 126 128.46 -314.23
1 126 194 -317.74
7 126 93.87 -178.96
9 126 224.21 -145.28
15 126 182.5699 -271.29
0 127 562.95 68.10999
1 127 812.1801 -86.81
6 127 390.39 196.14
7 127 404.9301 237.88
10 127 553.88 280.45
12 127 476.6801 206.45
15 127 747.35 308.25
0 128 -25.35999 542.87
1 128 361.54 559.6
0 129 -170.47 224.34
1 129 125.18 280.88
7 129 -349.98 270.22
10 129 -317.19 389.35
11 129 -8.150024 -517.22
0 130 -280.03 51.62
1 130 -41.40997 147.14
0 131 -39.67999 238.33
1 131 257.62 259.5
0 132 114.15 79.26999
1 132 296.02 73.59003
2 132 232.5601 125.16
6 132 61.26001 141.46
15 132 109.65 261.05
0 133 7.52002 -113.46
1 133 133.45 -83.71002
0 134 139.3 -140.23
1 134 251.91 -150.16
10 134 82.48999 -6.349976
0 135 -136.91 239.88
1 135 163.05 286.94
2 135 -360.25 -21.31
11 135 24.28003 -502.28
13 135 101.33 -59.64001
14 135 198.14 -519.87
0 136 174.88 -204.88
1 136 266.59 -225
10 136 130.19 -77.19
0 137 -451.62 32
1 137 -205.4 174.71
0 138 -247.26 -491.41
1 138 -207.46 -362.78
6 138 -155.98 -684.42
0 139 -14.53003 527.61
1 139 369.0699 540.97
2 139 -306.94 291.54
3 139 -436.67 -40.13
12 139 -324.49 539.03
0 140 97 501.05
1 140 479.96 485.75
8 140 -87.16998 201.71
11 140 235.49 -259.24
12 140 -200.8 523.2
